Year,Month,LOAD,Quantity,UNIT
2024,September,LOAD FACTOR,82.67263849,%
2024,October,PEAK,30027.8,MW
2024,October,GENERATION,18377.8517,GWh
2024,October,LOAD FACTOR,82.26181597,%
2024,November,PEAK,30694.4,MW
2024,November,GENERATION,17322.44819,GWh
2024,November,LOAD FACTOR,78.38223199,%
2024,December,PEAK,29467,MW
2024,December,GENERATION,15879,GWh
2024,December,LOAD FACTOR,72.43,%
2025,January,PEAK,27363.4,MW
2025,January,GENERATION,15147.550608,GWh
2025,January,LOAD FACTOR,74.40453683481607,%
2025,February,PEAK,30284,MW
2025,February,GENERATION,15909,GWh
2025,February,LOAD FACTOR,78.17,%
2025,March,PEAK,32942,MW
2025,March,GENERATION,19284,GWh
2025,March,LOAD FACTOR,78.68,%
2025,April,PEAK,34568.3,MW
2025,April,GENERATION,18657.467392,GWh
2025,April,LOAD FACTOR,74.96217388635122,%
2025,May,PEAK,33199.6,MW
2025,May,GENERATION,19177.590381,GWh
2025,May,LOAD FACTOR,77.64048710604365,%
2025,June,PEAK,32113,MW
2025,June,GENERATION,18335.550962,GWh
2025,June,LOAD FACTOR,79.30135148624476,%
2025,July,PEAK,31080.9,MW
2025,July,GENERATION,18531.280757,GWh
2025,July,LOAD FACTOR,80.13807652312278,%
2025,August,PEAK,33063,MW
2025,August,GENERATION,18838,GWh
2025,August,LOAD FACTOR,76.58,%
2025,September,PEAK,30609.1,MW
2025,September,GENERATION,17926.846632,GWh
2025,September,LOAD FACTOR,81.34312377691602,%
2025,October,PEAK,30547.5,MW
2025,October,GENERATION,18276.512344,GWh
2025,October,LOAD FACTOR,80.42,%
2025,November,PEAK,30428,MW
2025,November,GENERATION,16252.327272,GWh
2025,November,LOAD FACTOR,74.18,%
2025,December,PEAK,29307.9,MW
2025,December,GENERATION,16380.976663,GWh
2025,December,LOAD FACTOR,75.12459695626123,%
2026,January,PEAK,29198.9,MW
2026,January,GENERATION,15865.74399,GWh
2026,January,LOAD FACTOR,73.03331535688652,%
2026,February,PEAK,31974.5,MW
2026,February,GENERATION,16754.283575,GWh
2026,February,LOAD FACTOR,77.97454098001458,%
2026,March,PEAK,34109.2,MW
2026,March,GENERATION,19605.1776,GWh
2026,March,LOAD FACTOR,77.25494928432893,%
2026,April,PEAK,35991.6,MW
2026,April,GENERATION,20214.77594,GWh
2026,April,LOAD FACTOR,78.0073064116195,%
2026,May,PEAK,35069.3,MW
2026,May,GENERATION,20435.077578,GWh
2026,May,LOAD FACTOR,78.32064546759628,%
2026,June,PEAK,34948.8,MW
2026,June,GENERATION,19659.485389,GWh
2026,June,LOAD FACTOR,78.1281211888693,%
